id,submitted_at,age_group,gender,occupation,region,drives_weekly,drinking_freq,fav_alcohols_arr,nonalc_freq,health_reasons_arr,purchase_intent,price_band,satisfaction_int,free_comment,positive_point,negative_feedback,scene,positive_point_category,positive_point_confidence,negative_feedback_category,negative_feedback_confidence
69,2025-07-07 16:33:12,40s,male,company_employee,kanto,False,never,['cocktail'],sometimes,['low_carb'],def_buy,200_249,5,香りの豊かさに感動しました！普段はお酒を飲まない私でも、このノンアルコールクラフトビールの芳醇な香りと味わいに心奪われ、夕方のリラックスタイムにぴったりだと感じました。この品質なら200円台でも十分納得できる価値があり、ぜひ定期的に購入したいと思います。,芳醇な香りと味わい,改善点は特に見当たらない,リラックスタイム,Aroma,0.8,None,1.0
70,2025-07-07 01:17:07,40s,female,other,hokkaido_to_hoku,False,weekly,['highball' 'beer' 'wine'],sometimes,['low_cal'],no,250_299,5,夕食時に楽しんだこのクラフトビールは、後味の良さが特に印象的で、ワインやハイボールが好きな私でも満足できる味わいでした。炭酸がもう少し強ければさらに完璧だったと思いますが、それでも5段階評価で迷わず最高点をつけたくなるほど素晴らしい体験でした。,後味が良い,炭酸の強さを増すことが望ましい,夕食,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,1.0
71,2025-07-07 06:10:33,u19,female,company_employee,hokkaido_to_hoku,False,weekly,['cocktail' 'wine'],sometimes,['low_carb' 'low_cal'],def_buy,300_349,5,仕事終わりのリラックスタイムにぴったり！後味の爽やかさが絶妙で、低糖質なのに満足感たっぷりの贅沢な一杯です♪,後味が爽やか,,仕事終わり,DrinkabilityAftertaste,1.0,,
72,2025-07-07 14:15:36,60plus,male,homemaker,kanto,False,monthly,['highball' 'none'],sometimes,['none'],def_buy,200_249,3,香りは良かったけど、もう少し炭酸が強ければBBQで楽しめそう。,香りが良い,炭酸の強さが不足している,BBQ,Aroma,1.0,MouthfeelCarbonation,1.0
73,2025-07-06 23:23:57,30s,male,other,kanto,False,weekly,['highball' 'shochu' 'wine'],first_time,['low_cal'],def_buy,250_299,1,炭酸が強すぎて飲みにくく、夕食と合わせて楽しむには厳しい。香りは良かったけど、もう少し炭酸控えめにしてほしい。,香りが良い,炭酸が過剰で飲用に支障がある,夕食,Aroma,1.0,MouthfeelCarbonation,0.99
74,2025-07-07 07:56:26,40s,male,company_employee,kanto,False,monthly,['none' 'beer' 'shochu'],weekly,['none'],maybe,250_299,4,普段はお酒を月に数回程度飲む程度ですが、今回のクラフトビールは味わいが特に良く、夕食と一緒に楽しむのにぴったりだと感じました。250〜299円という価格帯なら、たまには自分へのご褒美として購入してみたいと思います。,味わいが特に良い,,夕食,Flavor,0.99,,
75,2025-07-06 14:35:45,20s,female,company_employee,kanto,True,weekly,['highball' 'wine' 'chuhai'],sometimes,['none'],maybe,200_249,4,夕食時に楽しめるクラフトビールで、味わいが特に良かったです。炭酸がもう少し控えめだと個人的には飲みやすいかなと思いましたが、全体的には満足できる内容でした。200円台前半であれば購入を検討したいと思います。,味わいが良い,炭酸が控えめであることを望む,夕食,Flavor,0.99,MouthfeelCarbonation,0.99
76,2025-07-07 19:15:39,30s,male,company_employee,kanto,True,never,['beer' 'wine'],first_time,['none'],def_buy,250_299,4,普段はお酒を飲まない身ですが、今回のノンアルコールクラフトビールは価格も手頃で驚きました。パーティーなどの場でも気兼ねなく楽しめるので、運転の機会が多い私にとっては嬉しい選択肢になりそうです。,価格が手頃,,運転前,PriceValue,0.99,,
77,2025-07-06 20:55:15,50s,female,student,kyushu_okinawa,False,monthly,['none'],sometimes,['none'],def_buy,250_299,4,スポーツ後の一杯にぴったり！フルーティーな味わいが汗を流した後の体に染み渡って最高でした、もう少しお手頃価格だったら毎週買いたいです。,フルーティーな味わいが最高,価格をもう少し抑えてほしい,スポーツ後,Flavor,0.99,PriceValue,0.99
78,2025-07-06 21:15:39,30s,female,company_employee,kanto,False,weekly,['none'],sometimes,['low_carb' 'liver_care'],def_buy,300_349,4,味わいがとても良くて、夕方のリラックスタイムにぴったり。もう少し安ければ最高なんだけど。,味わいがとても良い,価格を下げれば更に満足度が向上する,リラックスタイム,Flavor,0.99,PriceValue,0.99
79,2025-07-06 14:31:14,30s,male,other,kanto,False,weekly,['shochu' 'cocktail' 'beer'],weekly,['low_cal'],maybe,250_299,4,仕事の合間にリフレッシュできそうな香りが魅力的で、もう少しお手頃な価格だったら定期的に楽しみたいクラフトビールでした。,リフレッシュできる香りが魅力的,価格が手頃であれば定期的に購入したい,仕事の合間,Aroma,0.99,PriceValue,0.99
80,2025-07-07 16:40:32,50s,male,company_employee,chugoku_shikoku,False,never,['chuhai' 'cocktail'],weekly,['fitness' 'low_cal'],maybe,200_249,4,普段お酒は飲まないのですが、このノンアルクラフトビールは味わいがしっかりしていて満足できました。夕方にリラックスしたい時に飲むのに良さそうです。炭酸がもう少し控えめだとさらに好みに合うかもしれません。,味わいがしっかりしている,炭酸の強さを抑えると好みに合致する,夕方,Flavor,0.99,MouthfeelCarbonation,0.99
81,2025-07-07 02:54:35,20s,female,student,kanto,False,monthly,['beer' 'highball'],weekly,['none'],unsure,350plus,4,夕食時に楽しめるクラフトビールの味わいが素晴らしく、満足度が高かったです。炭酸がもう少し控えめだとより飲みやすくなるかもしれませんね。,味わいが素晴らしい,炭酸の強さを抑えると飲みやすさが向上する,夕食,Flavor,0.99,DrinkabilityAftertaste,0.9
82,2025-07-07 01:13:25,20s,female,company_employee,kanto,False,weekly,['highball'],sometimes,['low_cal' 'low_carb'],maybe,300_349,4,お風呂上がりにゆっくり飲みたいクラフトビールでした。炭酸がやや強めに感じましたが、味わいは非常に満足できるもので、ハイボール好きの私でも楽しめる奥行きがありました。低カロリー・低糖質なのも嬉しいポイントで、週に一度の楽しみとして300円台なら検討したいと思います。,味わいが満足できる奥行きがある,炭酸がやや強めである,お風呂上がり,Flavor,0.99,MouthfeelCarbonation,0.99
83,2025-07-07 03:08:00,20s,male,company_employee,kanto,False,weekly,['wine' 'highball'],sometimes,['none'],no,200_249,4,風呂上がりにこの香りの良さを楽しめるのは最高だけど、もう少し炭酸強めだったらもっと爽快感あって良かったかも。,香りが良い,炭酸の強さを増やすことで爽快感を向上させるべき,風呂上がり,Aroma,1.0,MouthfeelCarbonation,0.99
84,2025-07-07 00:20:29,30s,other,company_employee,kanto,True,daily,['highball' 'beer'],sometimes,['none'],maybe,200_249,4,味わいがしっかりしていて夕食に合いそう、もう少し安ければ定期的に買いたいな。,味わいがしっかりしている,価格がもう少し低ければ定期的に購入したい,夕食,Flavor,0.99,PriceValue,0.99
85,2025-07-07 16:40:41,20s,male,self_employed,kinki,False,monthly,['wine'],first_time,['liver_care' 'low_cal'],maybe,250_299,4,スポーツ後の一杯にぴったりで、香りが特に素晴らしかったけど、もう少し炭酸が強いと完璧かも。,香りが素晴らしい,炭酸の強さを増すとより満足できる,スポーツ後,Aroma,0.99,MouthfeelCarbonation,1.0
86,2025-07-06 16:12:29,30s,female,company_employee,kinki,True,monthly,['shochu' 'beer' 'wine'],first_time,['none'],def_buy,under199,4,BBQの時に飲みたいと思える美味しさでした。アルコールが入っていないとは思えないほど本格的な味わいで、運転の日でも気兼ねなく楽しめるのが嬉しいです。この価格なら定期的に購入したいです。,本格的な味わい,,バーベキュー,Flavor,0.99,,
87,2025-07-06 17:32:56,30s,no_answer,company_employee,kanto,False,never,['wine' 'highball' 'sake'],sometimes,['low_cal' 'low_carb'],maybe,250_299,5,運転時にも楽しめるノンアルコールビールとは思えない本格的な味わいに感動しました！炭酸がもう少し控えめだと個人的には嬉しいですが、低カロリー・低糖質なのに満足感があり、ワインや日本酒好きの私でも納得の美味しさです。250円台なら迷わず購入したいと思います。,本格的な味わいに感動,炭酸の強さを抑えることが望ましい,運転中,Flavor,0.99,MouthfeelCarbonation,0.99
88,2025-07-07 03:28:08,30s,female,company_employee,kinki,True,daily,['shochu' 'wine'],sometimes,['low_sugar'],unsure,200_249,5,今回のクラフトビールは後味の爽やかさが特に素晴らしく、パーティーシーンで友人と楽しむのにぴったりだと感じました。普段は焼酎やワインを好みますが、このビールの風味バランスは絶妙で大満足でしたが、もう少し炭酸が強ければさらに良かったかもしれません。,後味の爽やかさが素晴らしい,炭酸の強さを増すことが望ましい,パーティー,DrinkabilityAftertaste,0.99,MouthfeelCarbonation,1.0
89,2025-07-06 19:52:17,60plus,female,student,kanto,True,weekly,['shochu' 'beer' 'highball'],first_time,['none'],maybe,300_349,4,仕事の合間にちょっと一息つきたい時に飲みたい、後味がすっきりしていて美味しかったです。もう少し苦味があるとさらに好みかな。,後味がすっきり,苦味をもう少し加えると好みになる,仕事の合間,DrinkabilityAftertaste,0.99,Flavor,0.99
90,2025-07-07 09:41:07,20s,female,student,kanto,True,never,['beer' 'sake' 'shochu'],first_time,['fitness' 'low_carb'],def_buy,300_349,3,炭酸がもう少し強いと夕食に合わせて飲みたくなる、この価格なら買いですね。,価格が手頃,炭酸の強さを向上させることが望ましい,夕食,PriceValue,1.0,MouthfeelCarbonation,0.99
91,2025-07-06 11:21:50,u19,female,no_answer,kanto,False,weekly,['highball' 'shochu' 'beer'],weekly,['none'],maybe,300_349,3,お風呂上がりに飲むには爽やかな味わいで良かったけど、もう少し価格が安ければ週1で楽しめるのになぁ。,爽やかな味わい,価格が高くより安価であれば週1回の利用が可能になる,お風呂上がり,Flavor,0.99,PriceValue,0.99
92,2025-07-07 13:34:18,20s,female,company_employee,chubu,True,weekly,['chuhai' 'beer'],sometimes,['none'],def_buy,250_299,5,仕事の合間に飲むのにぴったりな爽快感と深い味わいで、一口飲んだ瞬間から虜になりました！炭酸がもう少し控えめだとさらに完璧かも。この価格帯なら迷わず購入したいクオリティです。,爽快感と深い味わい,炭酸の強さを抑えることが望ましい,仕事の合間,Flavor,0.96,MouthfeelCarbonation,0.99
93,2025-07-07 09:47:59,30s,male,company_employee,chubu,False,daily,['cocktail' 'chuhai' 'highball'],sometimes,['none'],maybe,200_249,5,缶のデザインが素晴らしく、一目で手に取りたくなりました！炭酸がもう少し強めだと運転中でも爽快に楽しめそうですが、このクオリティで200円台なら十分お得だと思います。,缶のデザインが素晴らしい,炭酸の強さが不足している,運転中,PackagingDesign,1.0,MouthfeelCarbonation,1.0
94,2025-07-07 03:08:32,40s,female,homemaker,kinki,False,monthly,['highball'],sometimes,['none'],maybe,300_349,3,夕食時に香りを楽しみながら飲めるクラフトビールは、月に数回の飲酒を楽しむ私にとって新鮮な体験でした。アロマが特に印象的で、ハイボール好きの私でも十分に楽しめる味わいでしたが、300円台後半だとリピートするかどうか少し迷うところです。,アロマが印象的で味わいが楽しめる,価格が高くリピートに躊躇する,夕食,Aroma,0.92,PriceValue,0.99
95,2025-07-07 10:46:07,20s,female,self_employed,kanto,False,monthly,['highball' 'chuhai' 'cocktail'],sometimes,['none'],maybe,under199,5,苦みがもう少し控えめだったら最高なんだけど、このフルーティーな味わいがランチ休憩にぴったり！こんなに美味しいクラフトビールが200円以下で飲めるなんて嬉しい驚き♪,フルーティーな味わいが美味しい,苦味をもう少し抑えることが望ましい,ランチ,Flavor,0.99,Flavor,0.99
